TreeID,qSpecies,qAddress,qSiteInfo,DBH,PlotSize,Latitude,Longitude
17380,Magnolia grandiflora :: Southern Magnolia,1617 Palou Ave,Sidewalk: Curb side : Cutout,75,3X3,37.7342029845787,-122.391470477098
86621,Acer rubrum 'October Glory' :: Red October Glory Maple,930 Bryant St,Sidewalk: Curb side : Cutout,3,3x3,37.7737777969396,-122.405575635607
4050,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2550 Cesar Chavez St,Sidewalk: Curb side : Cutout,3,3X3,37.7495056776496,-122.401718713171
85809,Ulmus parvifolia :: Chinese Elm,875 Folsom St,Sidewalk: Curb side : Cutout,4,3x3,37.7805880094908,-122.402817443224
26637,Ulmus parvifolia :: Chinese Elm,400X Winfield St,Sidewalk: Curb side : Cutout,6,3X3,,
22204,Tristania conferta ::,4130 03rd St,Sidewalk: Curb side : Cutout,6,3x3,37.7399153669356,-122.389053572492
28923,Tristaniopsis laurina :: Swamp Myrtle,380 07th St,Sidewalk: Curb side : Cutout,3,3x3,37.7757083374136,-122.406712450624
4952,Lophostemon confertus :: Brisbane Box,200X Cashmere St,Sidewalk: Curb side : Cutout,12,3x4,37.7368191375833,-122.385922152002
85759,Olea europaea :: Olive Tree,1180 Folsom St,Sidewalk: Curb side : Cutout,3,3x3,37.7754514883024,-122.409630984869
28831,Lophostemon confertus :: Brisbane Box,1436 Ingalls St,Sidewalk: Curb side : Cutout,12,4X4,37.7299583275119,-122.383329831031
27243,Ginkgo biloba :: Maidenhair Tree,1877 Oakdale Ave,Sidewalk: Curb side : Cutout,3,3X3,37.7374274075466,-122.395511766876
96661,Syagrus romanzoffianum :: Queen Palm,1400X Mendell St,Sidewalk: Curb side : Cutout,6,3x3,37.7345098664919,-122.390496145326
15222,Lophostemon confertus :: Brisbane Box,1201 Mission St,Sidewalk: Curb side : Cutout,6,3X3,37.7771526450128,-122.41338873602
11381,Lophostemon confertus :: Brisbane Box,1427X Innes Ave,Sidewalk: Curb side : Cutout,12,3X4,37.737506493929,-122.385658005818
13910,Platanus x hispanica :: Sycamore: London Plane,1073 Market St,Sidewalk: Curb side : Cutout,30,4X4,37.7809430543393,-122.411748995977
22175,Lophostemon confertus :: Brisbane Box,3906 03rd St,Sidewalk: Curb side : Cutout,5,3x3,37.7417610743992,-122.388411764505
7404,Laurus nobilis :: Sweet Bay: Grecian Laurel,1060 Folsom St,Sidewalk: Curb side : Cutout,24,3X3,37.777496075538,-122.407056190657
15212,Lophostemon confertus :: Brisbane Box,1167 Mission St,Sidewalk: Curb side : Cutout,12,3X3,37.7778974725217,-122.412432947331
85633,Pyrus kawakamii :: Evergreen Pear,1590 Quesada Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7322564888471,-122.389372403809
13883,Platanus x hispanica :: Sycamore: London Plane,1025 Market St,Sidewalk: Curb side : Cutout,40,4X4,37.7816157098573,-122.410895412581
22481,Tristaniopsis laurina :: Swamp Myrtle,6258 03rd St,Sidewalk: Curb side : Cutout,6,3x3,37.7213317096094,-122.396273061873
11940,Metrosideros excelsa :: New Zealand Xmas Tree,679 Keith St,Sidewalk: Curb side : Cutout,18,3X3,37.7375283762364,-122.383567889663
13318,Olea europaea :: Olive Tree,11 Mabrey Ct,Sidewalk: Curb side : Cutout,12,3X3,37.7358575734588,-122.385411916251
22326,Tristania conferta ::,5155 03rd St,Sidewalk: Curb side : Cutout,12,3X3,37.7312269554532,-122.391822133409
14041,Platanus x hispanica :: Sycamore: London Plane,1275 Market St,Sidewalk: Curb side : Cutout,12,4X4,37.7775209456398,-122.416077473208
28969,Lophostemon confertus :: Brisbane Box,140 09th St,Sidewalk: Curb side : Cutout,3,3x3,37.7755887743341,-122.414082887612
12954,Platanus x hispanica :: Sycamore: London Plane,8 Lindsay Cir,Sidewalk: Curb side : Cutout,6,3X3,37.7351669813684,-122.385474785151
22251,Pyrus calleryana :: Ornamental Pear,4522 03rd St,Sidewalk: Curb side : Cutout,6,3x3,37.7368824352823,-122.390131522919
85677,Acer buergeranum :: Trident Maple,750 Bryant St,Sidewalk: Curb side : Cutout,3,3x3,37.7772337045105,-122.401185269499
12230,Tristaniopsis laurina :: Swamp Myrtle,1563 La Salle Ave,Sidewalk: Curb side : Cutout,6,3X3,37.7360327285171,-122.388031580563
85797,Ulmus parvifolia :: Chinese Elm,969 Folsom St,Sidewalk: Curb side : Cutout,3,3x3,37.7790019714524,-122.404830884084
95313,Tristania conferta ::,6295 03rd St,Sidewalk: Curb side : Cutout,3,3x3,37.7210741321738,-122.396085021222
6731,Acacia melanoxylon :: Blackwood Acacia,1300X Fairfax Ave,Sidewalk: Curb side : Cutout,6,3x3,37.7392827179327,-122.383402261517
85062,Lophostemon confertus :: Brisbane Box,2604 03rd St,Sidewalk: Curb side : Cutout,3,3x3,37.7567120927119,-122.388274554537
14985,Corymbia ficifolia :: Red Flowering Gum,500 Mendell St,Sidewalk: Curb side : Cutout,18,3x3,37.7401980784787,-122.385492197802
10572,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1000X Harrison St,Sidewalk: Curb side : Cutout,12,4x4,37.7771473695905,-122.404406213897
11380,Lophostemon confertus :: Brisbane Box,1430 Innes Ave,Sidewalk: Curb side : Cutout,12,3X4,37.7377200514279,-122.38564044924
22459,Olea europaea :: Olive Tree,6150 03rd St,Sidewalk: Curb side : Cutout,3,3X3,37.7234633834037,-122.395313253548
11215,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,1050X Ingalls St,Sidewalk: Curb side : Cutout,80,3X4,37.7326519939857,-122.379622622298
85616,Pyrus kawakamii :: Evergreen Pear,1258 Quesada Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7287538840188,-122.383188691469
19956,Prunus spp :: Cherry,100 STAIRWAY40,Sidewalk: Curb side : Cutout,12,15ST,,
27316,Platanus x hispanica :: Sycamore: London Plane,1 Market St,Sidewalk: Curb side : Cutout,35,4x4,37.7938365294714,-122.395411639052
115471,Ulmus pumila :: Siberian Elm,10X Junipero Serra Blvd,Sidewalk: Curb side : Cutout,24,,,
1687,Ligustrum lucidum :: Glossy Privet,15 Baldwin Ct,Sidewalk: Curb side : Cutout,3,3X3,37.729651522897,-122.380817071263
17459,Magnolia grandiflora :: Southern Magnolia,2000 Palou Ave,Sidewalk: Curb side : Cutout,12,4x8,37.7383511425984,-122.398448068651
11372,Lophostemon confertus :: Brisbane Box,1418 Innes Ave,Sidewalk: Curb side : Cutout,12,3X4,37.7375864958306,-122.385418058601
85601,Magnolia grandiflora :: Southern Magnolia,1155 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7291920178595,-122.382657695444
21996,Lophostemon confertus :: Brisbane Box,2586 03rd St,Sidewalk: Curb side : Cutout,3,3x3,37.7568149643529,-122.388297639227
17455,Magnolia grandiflora :: Southern Magnolia,1986 Palou Ave,Sidewalk: Curb side : Cutout,18,4X4,37.7381282654187,-122.398052906512
22509,Magnolia grandiflora :: Southern Magnolia,6424 03rd St,Sidewalk: Curb side : Cutout,12,3X3,37.7198948049847,-122.396934549194
85596,Magnolia grandiflora :: Southern Magnolia,1081 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7283816519577,-122.381217252784
22473,Tristania conferta ::,6237 03rd St,Sidewalk: Curb side : Cutout,6,3x3,37.7218625753274,-122.395727660172
11411,Prunus cerasifera :: Cherry Plum,1482 Innes Ave,Sidewalk: Curb side : Cutout,6,3X4,37.738258902726,-122.386594388046
16521,Ceratonia siliqua :: Carob,375 Newhall St,Sidewalk: Curb side : Cutout,12,3X3,37.7421296504552,-122.386289397351
19701,Eucalyptus Spp :: Eucalyptus,100 STAIRWAY12,Sidewalk: Curb side : Cutout,12,60,,
17454,Magnolia grandiflora :: Southern Magnolia,1979 Palou Ave,Sidewalk: Curb side : Cutout,25,3X3,37.7379375956497,-122.398057473271
17388,Magnolia grandiflora :: Southern Magnolia,1674 Palou Ave,Sidewalk: Curb side : Cutout,3,3X3,37.7348607550011,-122.392290866556
85757,Ulmus parvifolia :: Chinese Elm,960 Folsom St,Sidewalk: Curb side : Cutout,3,3x3,37.7792394282463,-122.404844652616
85610,Pyrus kawakamii :: Evergreen Pear,1132 Quesada Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7274572605947,-122.380864797529
22196,Schinus terebinthifolius :: Brazilian Pepper,4049 03rd St,Sidewalk: Curb side : Cutout,12,3x3,37.7403782752921,-122.38858822178
11387,Lophostemon confertus :: Brisbane Box,1438 Innes Ave,Sidewalk: Curb side : Cutout,12,3X4,37.7378046812435,-122.385792610957
19806,Liquidambar styraciflua :: American Sweet Gum,100 STAIRWAY23,Sidewalk: Curb side : Cutout,6,60ST,,
13760,Platanus x hispanica :: Sycamore: London Plane,865 Market St,Sidewalk: Curb side : Cutout,12,4X4,37.7840571028039,-122.407783230233
21999,Lophostemon confertus :: Brisbane Box,2636 03rd St,Sidewalk: Curb side : Cutout,3,3x3,37.7563337883912,-122.388239927027
24220,Acacia melanoxylon :: Blackwood Acacia,52 Whitney Young Cir,Sidewalk: Curb side : Cutout,18,3x3,37.7334301143948,-122.38278508468
28519,Platanus x hispanica :: Sycamore: London Plane,363 06th St,Sidewalk: Curb side : Cutout,12,3X3,37.7778222199543,-122.404597124655
85618,Pyrus kawakamii :: Evergreen Pear,1314 Quesada Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7293785009559,-122.384274758873
85581,Magnolia grandiflora :: Southern Magnolia,1470 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7326533230393,-122.388397808051
97169,Liriodendron tulipifera :: Tulip Tree,290 08th St,Sidewalk: Curb side : Cutout,3,3x3,37.7752176376301,-122.410540028225
11407,Lophostemon confertus :: Brisbane Box,1477 Innes Ave,Sidewalk: Curb side : Cutout,18,3X4,37.738018899761,-122.386565125893
85638,Pyrus kawakamii :: Evergreen Pear,1201X Quesada Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7281356725879,-122.382445200849
103753,Ulmus parvifolia :: Chinese Elm,1615 Folsom St,Sidewalk: Curb side : Cutout,3,3x3,37.7706134761345,-122.415030008645
29043,Magnolia grandiflora :: Southern Magnolia,140 11th St,Sidewalk: Curb side : Cutout,3,3x3,37.7736781574481,-122.4164603003
15189,Lophostemon confertus :: Brisbane Box,1077 Mission St,Sidewalk: Curb side : Cutout,13,3X3,37.7795130083656,-122.410399657519
10992,Metrosideros excelsa :: New Zealand Xmas Tree,704X Mendell St,Sidewalk: Curb side : Cutout,12,3x3,37.7388942296905,-122.386570671113
85573,Magnolia grandiflora :: Southern Magnolia,1326 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7311704211773,-122.385782631175
28498,Platanus x hispanica :: Sycamore: London Plane,270 06th St,Sidewalk: Curb side : Cutout,8,3X3,37.7787397415734,-122.406091145914
12880,Magnolia grandiflora :: Southern Magnolia,2230 Lane St,Sidewalk: Curb side : Cutout,15,5x3,37.7281915102648,-122.393388215463
19305,Ginkgo biloba :: Maidenhair Tree,345 07th St,Sidewalk: Curb side : Cutout,20,3X3,37.7761990776491,-122.407000778664
1686,Corymbia maculata :: Spotted Gum,4X Baldwin Ct,Sidewalk: Curb side : Cutout,3,3X3,37.7296062420266,-122.381399995617
13967,Platanus x hispanica :: Sycamore: London Plane,1145 Market St,Sidewalk: Curb side : Cutout,40,4X4,37.7795448991851,-122.413495909136
29380,Tristania conferta ::,3231 Ingalls St,Sidewalk: Curb side : Cutout,3,3x3,37.7186672634726,-122.393289004191
10979,Metrosideros excelsa :: New Zealand Xmas Tree,1469 Hudson Ave,Sidewalk: Curb side : Cutout,12,3X4,37.7385496211579,-122.385825481165
19817,Eriobotrya japonica :: Edible Loquat,100 STAIRWAY25,Sidewalk: Curb side : Cutout,12,100ST,,
6778,Magnolia grandiflora :: Southern Magnolia,1275 Fairfax Ave,Sidewalk: Curb side : Cutout,3,3x3,37.738924051197,-122.383178823138
11395,Lophostemon confertus :: Brisbane Box,1457 Innes Ave,Sidewalk: Curb side : Cutout,12,,37.7378324505092,-122.386233212213
22469,Tristania conferta ::,6221 03rd St,Sidewalk: Curb side : Cutout,5,3x3,37.722056346244,-122.395633076514
13687,Platanus x hispanica :: Sycamore: London Plane,711 Market St,Sidewalk: Curb side : Cutout,55,4X4,37.7871196711773,-122.403901167205
93674,Magnolia grandiflora :: Southern Magnolia,1122 Harrison St,Sidewalk: Curb side : Cutout,3,3x3,37.7750312162464,-122.407073729884
85706,Magnolia grandiflora :: Southern Magnolia,948 Howard St,Sidewalk: Curb side : Cutout,3,3x3,37.7806800702719,-122.406137641749
12181,Ligustrum lucidum :: Glossy Privet,1401X La Salle Ave,Sidewalk: Curb side : Cutout,6,3X3,37.7338307263114,-122.385729969415
26628,Ulmus parvifolia :: Chinese Elm,1099X Bay Shore Blvd,Sidewalk: Curb side : Cutout,3,3X3,37.7308290106415,-122.403384596621
13983,Platanus x hispanica :: Sycamore: London Plane,1155 Market St,Sidewalk: Curb side : Cutout,40,4X4,37.7793668155336,-122.413737761705
25545,Melaleuca quinquenervia :: Cajeput,211 Industrial St,Sidewalk: Curb side : Cutout,35,3X3,37.7385115546737,-122.404604746417
28527,Platanus x hispanica :: Sycamore: London Plane,275 06th St,Sidewalk: Curb side : Cutout,6,,37.7788927999036,-122.405935331161
29053,Callistemon citrinus :: Lemon Bottlebrush,340 11th St,Sidewalk: Curb side : Cutout,3,3x3,37.770979979973,-122.413090685387
85701,Magnolia grandiflora :: Southern Magnolia,926 Howard St,Sidewalk: Curb side : Cutout,3,3x3,37.781026374014,-122.405695276931
12175,Ligustrum lucidum :: Glossy Privet,1413X La Salle Ave,Sidewalk: Curb side : Cutout,6,3X3,37.7336119107928,-122.385607138859
11511,Eucalyptus sideroxylon :: Red Ironbark,101X Jennings St,Sidewalk: Curb side : Cutout,18,5,37.7377493756286,-122.378908940096
7409,Callistemon citrinus :: Lemon Bottlebrush,1074 Folsom St,Sidewalk: Curb side : Cutout,35,3X3,37.7772982123977,-122.407298752214
18350,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,459 Potrero Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7637058369709,-122.407212144541
15111,Liriodendron tulipifera :: Tulip Tree,201 Mission St,Sidewalk: Curb side : Cutout,18,4X4,37.7911964140348,-122.395571449475
17456,Magnolia grandiflora :: Southern Magnolia,1987 Palou Ave,Sidewalk: Curb side : Cutout,45,3X3,37.738024490842,-122.398199228917
16499,Ceratonia siliqua :: Carob,325 Newhall St,Sidewalk: Curb side : Cutout,12,3X3,37.7425309135822,-122.385802093385
85645,Pyrus kawakamii :: Evergreen Pear,1313 Quesada Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7293548752151,-122.384604114815
22270,Lophostemon confertus :: Brisbane Box,4704 03rd St,Sidewalk: Curb side : Cutout,3,3x3,37.7354699584644,-122.39061347315
13640,Platanus x hispanica :: Sycamore: London Plane,579 Market St,Sidewalk: Curb side : Cutout,30,4X4,37.7895844826841,-122.400840161846
28901,Lophostemon confertus :: Brisbane Box,270X 05th St,Sidewalk: Curb side : Cutout,3,3x3,37.7805381761312,-122.403901342593
11487,Lophostemon confertus :: Brisbane Box,100 Jennings St,Sidewalk: Curb side : Cutout,12,4X4,37.7398668752499,-122.37725221891
6447,Ginkgo biloba :: Maidenhair Tree,1199 Evans Ave,Sidewalk: Curb side : Cutout,3,3X3,37.7385952266854,-122.380904232644
25933,Melaleuca quinquenervia :: Cajeput,1980 Oakdale Ave,Sidewalk: Curb side : Cutout,8,3x3,37.7385612502888,-122.397128745193
29046,Magnolia grandiflora :: Southern Magnolia,238 11th St,Sidewalk: Curb side : Cutout,3,3x3,37.7724527205492,-122.414907559637
15051,Eriobotrya deflexa :: Bronze Loquat,1137 Mendell St,Sidewalk: Curb side : Cutout,3,8X18,37.736009641441,-122.388987711638
28523,Platanus x hispanica :: Sycamore: London Plane,301X 06th St,Sidewalk: Curb side : Cutout,12,3X3,37.7782038068027,-122.405075684506
26124,Prunus cerasifera :: Cherry Plum,1439 Oakdale Ave,Sidewalk: Curb side : Cutout,12,3X3,37.7328405153421,-122.387408617446
16914,Ficus microcarpa :: Chinese Banyan,483 Oak St,Sidewalk: Curb side : Cutout,12,3X3,37.7743548226588,-122.427206624104
26220,Ficus microcarpa :: Chinese Banyan,765X San Jose Ave,Sidewalk: Curb side : Cutout,18,3x3,37.7428902448864,-122.422917229343
23021,Lophostemon confertus :: Brisbane Box,873 Valencia St,Sidewalk: Curb side : Cutout,20,3X3,37.7589860572745,-122.42122309997
3443,Callistemon citrinus :: Lemon Bottlebrush,21 Cameo Way,Sidewalk: Curb side : Cutout,9,3X3,37.7455926257913,-122.444336516539
14150,Platanus x hispanica :: Sycamore: London Plane,1693 Market St,Sidewalk: Curb side : Cutout,6,4X4,37.7726478140652,-122.422159627874
24534,Eucalyptus sideroxylon :: Red Ironbark,128 Cortland Ave,Sidewalk: Curb side : Cutout,8,3X3,37.7399939683457,-122.420470266705
25410,Prunus cerasifera :: Cherry Plum,153 Duboce Ave,Sidewalk: Curb side : Cutout,3,3X3,37.7697058178046,-122.423571815294
26076,Tristaniopsis laurina :: Swamp Myrtle,269 Broad St,Sidewalk: Curb side : Cutout,12,3X3,37.7130748868127,-122.461526506385
4202,Eucalyptus sideroxylon :: Red Ironbark,3902 Cesar Chavez St,Sidewalk: Curb side : Cutout,18,3X3,37.7477387553393,-122.427265346224
10205,Maytenus boaria :: Mayten,1265 Guerrero St,Sidewalk: Curb side : Cutout,12,2X2,37.7509307775347,-122.422661770643
19796,Prunus blireiana :: Flowering Plum,100 STAIRWAY21,Sidewalk: Curb side : Cutout,3,40ST,,
3879,Maytenus boaria :: Mayten,5 Castro St,Sidewalk: Curb side : Cutout,12,3X3,37.7701618451199,-122.436478532758
22868,Platanus x hispanica :: Sycamore: London Plane,901X Ulloa St,Sidewalk: Curb side : Cutout,12,3X3,37.7410107778213,-122.466202563499
19326,Arbutus 'Marina' :: Hybrid Strawberry Tree,221 Shields St,Sidewalk: Curb side : Cutout,3,3X3,37.7178782713364,-122.464858048275
27309,Platanus x hispanica :: Sycamore: London Plane,781 Dolores St,Sidewalk: Curb side : Cutout,12,3X3,37.7569746209875,-122.425501607539
5672,Ficus microcarpa :: Chinese Banyan,1422 Dolores St,Sidewalk: Curb side : Cutout,14,3x3,37.7466214421279,-122.424799598532
23985,Platanus x hispanica :: Sycamore: London Plane,199 West Portal Ave,Sidewalk: Curb side : Cutout,12,3x3,37.7387928750296,-122.467896678698
5513,Magnolia grandiflora :: Southern Magnolia,821 Dolores St,Sidewalk: Curb side : Cutout,18,5X5,37.7562268536034,-122.425435698922
16204,Metrosideros excelsa :: New Zealand Xmas Tree,504 Monterey Blvd,Sidewalk: Curb side : Cutout,18,4x4,37.7316550910092,-122.446712233977
15463,Metrosideros excelsa :: New Zealand Xmas Tree,2430 Mission St,Sidewalk: Curb side : Cutout,18,4x4,37.7581028719933,-122.41911862969
4468,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,1497 Church St,Sidewalk: Curb side : Cutout,18,3X3,37.7470412591526,-122.426889829809
10247,Hymenosporum flavum :: Sweet Shade,112 Haight St,Sidewalk: Curb side : Cutout,8,3X3,37.7729755585516,-122.424267236647
2338,Lophostemon confertus :: Brisbane Box,2362 Bryant St,Sidewalk: Curb side : Cutout,15,3x3,37.7566155981439,-122.409609344104
16219,Metrosideros excelsa :: New Zealand Xmas Tree,550 Monterey Blvd,Sidewalk: Curb side : Cutout,12,3x3,37.7316504963562,-122.447798519712
10038,Callistemon citrinus :: Lemon Bottlebrush,360 Guerrero St,Sidewalk: Curb side : Cutout,30,3X3,37.7656865461171,-122.424292710045
19360,Metrosideros excelsa :: New Zealand Xmas Tree,711 Shields St,Sidewalk: Curb side : Cutout,12,3X3,37.7178427427344,-122.469368036824
16634,Ceratonia siliqua :: Carob,158 Noe St,Sidewalk: Curb side : Cutout,18,4X4,37.7664480128774,-122.433406271499
19096,Ulmus americana :: American Elm,265 Sagamore St,Sidewalk: Curb side : Cutout,15,3X3,37.7112574471572,-122.46126768668
10168,Magnolia grandiflora :: Southern Magnolia,1025 Guerrero St,Sidewalk: Curb side : Cutout,18,2X2,37.7541220254375,-122.422972492697
22826,Pistacia chinensis :: Chinese Pistache,84 Turquoise Way,Sidewalk: Curb side : Cutout,3,3x3,37.743561341476,-122.444928046502
5648,Ginkgo biloba :: Maidenhair Tree,1301 Dolores St,Sidewalk: Curb side : Cutout,12,3x3,37.748518548493,-122.424698417605
16206,Metrosideros excelsa :: New Zealand Xmas Tree,512 Monterey Blvd,Sidewalk: Curb side : Cutout,12,3X3,37.7316527941412,-122.446942658283
16301,Metrosideros excelsa :: New Zealand Xmas Tree,739 Monterey Blvd,Sidewalk: Curb side : Cutout,18,3X3,37.7314166294574,-122.45208249962
25108,Phoenix canariensis :: Canary Island Date Palm,1400 Dolores St,Median : Cutout,30,20,37.7468548845426,-122.424672082757
28361,Platanus x hispanica :: Sycamore: London Plane,3550 Mission St,Sidewalk: Curb side : Cutout,3,3X3,37.7405580321649,-122.423253772113
110,Maytenus boaria :: Mayten,945 14th St,Sidewalk: Curb side : Cutout,18,3X3,37.7673386744781,-122.434513818968
1919,Metrosideros excelsa :: New Zealand Xmas Tree,24 Berkeley Way,Sidewalk: Curb side : Cutout,24,3x3,37.7388162000182,-122.437168505248
7531,Ulmus parvifolia :: Chinese Elm,2829 Folsom St,Sidewalk: Curb side : Cutout,60,3x3,37.752049837241,-122.413949076587
19323,Metrosideros excelsa :: New Zealand Xmas Tree,200 Shields St,Sidewalk: Curb side : Cutout,12,3X5,37.7179660496774,-122.4645779904
4509,Ficus retusa nitida :: Banyan Fig,1807X Oak St,Sidewalk: Curb side : Cutout,18,3x3,37.7715600792218,-122.449199642237
4229,Callistemon citrinus :: Lemon Bottlebrush,3987 Cesar Chavez St,Sidewalk: Curb side : Cutout,12,3X3,37.7475193045808,-122.428923399303
25380,Arbutus 'Marina' :: Hybrid Strawberry Tree,1315 Geneva Ave,Sidewalk: Curb side : Cutout,12,3X3,37.7134861217893,-122.434159032437
18758,Metrosideros excelsa :: New Zealand Xmas Tree,257 Roosevelt Way,Sidewalk: Curb side : Cutout,18,3X3,37.7658293296857,-122.440378747682
23978,Platanus x hispanica :: Sycamore: London Plane,105 West Portal Ave,Sidewalk: Curb side : Cutout,8,3X3,37.7395231391689,-122.467022655462
16291,Lophostemon confertus :: Brisbane Box,710 Monterey Blvd,Sidewalk: Curb side : Cutout,3,3x3,37.7316290565338,-122.451498861191
25058,Phoenix canariensis :: Canary Island Date Palm,1000X Dolores St,Median : Cutout,90,20,37.753237594342,-122.425291287561
18389,Magnolia grandiflora 'Russet' :: Russet Magnolia,852 Potrero Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7584684371764,-122.407005787885
28336,Platanus x hispanica :: Sycamore: London Plane,3211 Mission St,Sidewalk: Curb side : Cutout,6,3X3,37.7453569717428,-122.419908520735
16208,Lophostemon confertus :: Brisbane Box,520 Monterey Blvd,Sidewalk: Curb side : Cutout,12,3X3,37.7316550910103,-122.447113056433
5668,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1410 Dolores St,Sidewalk: Curb side : Cutout,18,2x2,37.7467613721366,-122.42481906436
29980,Cordyline australis :: Dracena Palm,1622X Guerrero St,Median : Cutout,3,3x3,37.7452045332674,-122.422225595834
16176,Metrosideros excelsa :: New Zealand Xmas Tree,438 Monterey Blvd,Sidewalk: Curb side : Cutout,12,3X3,37.731658154085,-122.445269662966
551,Ficus microcarpa :: Chinese Banyan,2900 24th St,Sidewalk: Curb side : Cutout,18,3x3,37.7527909649347,-122.41021934346
4153,Schinus terebinthifolius :: Brazilian Pepper,3721-3721 Cesar Chavez St,Sidewalk: Curb side : Cutout,6,3X3,37.7478790037267,-122.423044558975
71,Lophostemon confertus :: Brisbane Box,878 14th St,Sidewalk: Curb side : Cutout,3,3X3,37.7675446264211,-122.43278046386
16938,Ficus retusa nitida :: Banyan Fig,595X Oak St,Sidewalk: Curb side : Cutout,18,3X3,37.7741354848182,-122.429007699423
4158,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3739-3737 Cesar Chavez St,Sidewalk: Curb side : Cutout,12,3X3,37.7478495841857,-122.423472835916
5182,Maytenus boaria :: Mayten,443 Divisadero St,Sidewalk: Curb side : Cutout,24,2X2,37.7738319666993,-122.437668932986
4184,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3835 Cesar Chavez St,Sidewalk: Curb side : Cutout,12,3X3,37.7477185170056,-122.425659653475
4500,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1740 Church St,Sidewalk: Curb side : Cutout,18,4X4,37.743092380112,-122.426714507892
17067,Ficus retusa nitida :: Banyan Fig,1355 Oak St,Sidewalk: Curb side : Cutout,12,3X3,37.7725111167076,-122.441659471159
16892,Tristaniopsis laurina :: Swamp Myrtle,311 Oak St,Sidewalk: Curb side : Cutout,6,3X3,37.7746690605587,-122.424831616025
5751,Platanus x hispanica :: Sycamore: London Plane,1790 Dolores St,Sidewalk: Curb side : Cutout,12,3X3,37.7408629688522,-122.424263766259
19795,Eucalyptus nicholii :: Nichol's Willow-Leafed Peppermint,100 STAIRWAY20,Sidewalk: Curb side : Cutout,12,15ST,,
29888,Prunus domestica 'Mariposa' :: Mariposa Plum,1126 Guerrero St,Sidewalk: Curb side : Cutout,25,3x3,37.7531287556897,-122.423112046809
1361,Tristaniopsis laurina :: Swamp Myrtle,14 Amethyst Way,Sidewalk: Curb side : Cutout,3,3X3,37.7462594407353,-122.445519216737
6985,Tristania conferta ::,819 Fell St,Sidewalk: Curb side : Cutout,3,3X3,37.7747701331995,-122.431431030712
5742,Ficus microcarpa :: Chinese Banyan,1755 Dolores St,Sidewalk: Curb side : Cutout,80,3X3,37.741552935912,-122.424017580443
18747,Metrosideros excelsa :: New Zealand Xmas Tree,222 Roosevelt Way,Sidewalk: Curb side : Cutout,18,3X3,37.7663417741813,-122.439934678663
4290,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,4319 Cesar Chavez St,Sidewalk: Curb side : Cutout,3,3X3,37.7470991700926,-122.436481321561
10434,Acacia melanoxylon :: Blackwood Acacia,1457 Haight St,Sidewalk: Curb side : Cutout,100,3X3,37.7700106766776,-122.44636259864
197,Tristaniopsis laurina :: Swamp Myrtle,300 Castro St,Sidewalk: Curb side : Cutout,12,3X3,37.7639644352284,-122.435415689679
15563,Washingtonia robusta :: Mexican Fan Palm,2868 Mission St,Sidewalk: Curb side : Cutout,12,3X3,37.751025447038,-122.418441030738
16150,Metrosideros excelsa :: New Zealand Xmas Tree,395 Monterey Blvd,Sidewalk: Curb side : Cutout,12,3X3,37.7314775324521,-122.444243069762
19075,Platanus x hispanica :: Sycamore: London Plane,210 Sagamore St,Sidewalk: Curb side : Cutout,12,3x3,37.7114961245189,-122.459616114113
16864,Ficus retusa nitida :: Banyan Fig,230 Oak St,Sidewalk: Curb side : Cutout,18,3X3,37.7750103183132,-122.423208108745
26232,Tristaniopsis laurina :: Swamp Myrtle,705X San Jose Ave,Sidewalk: Curb side : Cutout,8,3X3,37.7438076936648,-122.422567155652
2165,Olea europaea :: Olive Tree,119X Randolph St,Sidewalk: Curb side : Cutout,12,3X27,37.7142100327703,-122.463817234952
17084,Ficus retusa nitida :: Banyan Fig,1575 Oak St,Sidewalk: Curb side : Cutout,18,3X3,37.7720659980909,-122.445177292475
